wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,bplace_continent,birthdate,birthyear,birth_decade,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,dplace_continent,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,region,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi,occupation_rank,occupation_rank_unique,birthyear_rank,birthyear_rank_unique,bplace_country_rank,bplace_country_rank_unique,bplace_name_rank,bplace_name_rank_unique,deathyear_rank,deathyear_rank_unique,dplace_country_rank,dplace_country_rank_unique,dplace_name_rank,dplace_name_rank_unique,id
q325993,900467,Kazimierz_Ajdukiewicz,Kazimierz Ajdukiewicz,MATHEMATICIAN,2.37591591967073,M,,False,23,20.9634446316868,Ternopil,49.56666667,25.6,512798,Ukraine,,1890-12-12,1890,1890,Warsaw,52.23333333,21.01666667,32908,Poland,,1963-04-12,1963,,Poland,,False,5.78529850843315,129,4964,2.30196819435563,51.1180469173681,435,435,102,102,346,346,1,1,81,81,256,256,72,72,900467
q75797,2624320,Michael_Maestlin,Michael Maestlin,MATHEMATICIAN,4.58311839755868,M,,False,23,22.2718394103625,Göppingen,48.7025,9.65277778,172249,Germany,,1550-09-30,1550,1550,Tübingen,48.52,9.05555555556,28565,Germany,,1631-10-20,1631,,,,False,7.74769697092996,469,3669,2.09245238999504,55.4719675608009,270,270,17,17,1532,1532,2,2,8,8,1304,1304,13,13,2624320
q551795,681640,Jacques_Pelletier_du_Mans,Jacques Pelletier du Mans,MATHEMATICIAN,5.4647496919386,M,,False,17,20.3631002001903,Le Mans,48.0077,0.1984,18730,France,,1517-07-25,1517,1510,Paris,48.8567,2.3508,22989,France,,1583-09-28,1583,France,France,,False,3.79027694669484,502,4920,2.59130243145285,49.1202920684012,512,512,10,10,2794,2794,8,8,14,14,2877,2877,1320,1320,681640
q60895,191652,Otto_Hölder,Otto Hölder,MATHEMATICIAN,126.230363878116,M,,False,23,21.3741795513311,Stuttgart,48.78333333,9.18333333,28565,Germany,,1859-12-22,1859,1850,Leipzig,51,20,17955,Poland,,1937-08-29,1937,,,,False,7.71456457651782,160,3409,2.17747792394445,52.4848417676412,378,378,53,53,2001,2001,31,31,63,63,229,229,35,35,191652
q893737,1286813,Boris_Delaunay,Boris Delaunay,MATHEMATICIAN,37.8951436568369,M,,False,15,19.892394684965,,,,,,,1890-03-15,1890,1890,,,,,,,1980-07-17,1980,,,,False,4.42160315126322,129,5894,1.98181715071876,47.5539341975821,567,567,132,132,,,,,151,151,,,,,1286813
q8739,1844,Archimedes,Archimedes,MATHEMATICIAN,0,M,,False,165,33.2236324051618,"Syracuse, Sicily",37.08333333,15.28333333,28441,Italy,,,-287,-280,"Syracuse, Sicily",37.06916667,15.2875,28441,Italy,,0212-01-01 BC,-212,,,,False,18.7423564859874,2306,1346369,4.24458737584769,91.9160426823184,1,1,1,1,7,7,1,1,1,1,5,5,1,1,1844
q234357,41531,Stanislaw_Ulam,Stanislaw Ulam,MATHEMATICIAN,0,M,,False,42,22.9714875890685,Lviv#Habsburg Empire,49.83,24.01416667,49968,Ukraine,,1909-04-13,1909,1900,"Santa Fe, New Mexico",35.66722222,-105.96444444,19284345,United States,,1984-05-13,1984,,,,False,4.06178252842431,110,45738,4.172269334991,57.8001736176085,215,215,49,49,170,170,1,1,43,43,1222,1222,5,5,41531
q353442,52145,Gabriel_Lamé,Gabriel Lamé,MATHEMATICIAN,28.06182221296,M,,False,34,23.7492320216148,Tours,47.2436,0.6892,31593,France,,1795-07-22,1795,1790,Paris,48.8567,2.3508,22989,France,,1870-05-01,1870,France,France,,False,10.7607384674643,224,6676,2.14952984137518,60.3882591063059,155,155,14,14,1067,1067,5,5,12,12,1108,1108,480,480,52145
q212085,210429,Brook_Taylor,Brook Taylor,MATHEMATICIAN,0,M,,False,41,24.6526495324071,Municipal Borough of Edmonton,51.62,-0.07,17867,United Kingdom,,1685-08-18,1685,1680,London,51.50722222,-0.1275,17867,United Kingdom,,1731-11-30,1731,,United Kingdom,,False,8.03179921610356,334,21037,2.96596353011185,63.394544528706,109,109,6,6,501,501,1,1,3,3,424,424,103,103,210429
q57245,319117,Ernst_Kummer,Ernst Kummer,MATHEMATICIAN,0,M,,False,35,23.6531934524408,Żary,51.63333333,15.13333333,386902,Poland,,1810-01-29,1810,1810,German Empire,52.51666667,13.4,12674,Germany,,1893-05-14,1893,,,,False,8.9705249849005,209,10357,2.57149781715784,60.0686733698698,162,162,13,13,199,199,1,1,12,12,747,747,8,8,319117
q65332,470625,Constantin_Carathéodory,Constantin Carathéodory,MATHEMATICIAN,93.5221529411621,M,,False,33,23.1471847813569,Berlin,52.51666667,13.38333333,3354,Germany,,1873-09-13,1873,1870,Munich,48,8,19058,Germany,,1950-02-02,1950,,,,False,5.74295099238063,146,24674,2.85820651203837,58.3848378527194,198,198,37,37,1078,1078,79,79,37,37,918,918,81,81,470625
q124001,1150998,Nicolaus_II_Bernoulli,Nicolaus II Bernoulli,MATHEMATICIAN,18.9530572264785,M,,False,24,22.5596054778073,Basel,47.56666667,7.6,4911,Switzerland,,1695-02-06,1695,1690,Saint Petersburg,59.9375,30.30861111,24320051,Russia,,1726-07-31,1726,,Russia,,False,8.80973274262429,324,4144,1.91086912127693,56.4295612794149,248,248,5,5,142,142,16,16,7,7,462,462,80,80,1150998
q353407,324564,Isadore_Singer,Isadore Singer,MATHEMATICIAN,88.2548128054458,M,,True,27,21.4999656889644,Detroit,42.33138889,-83.04583333,8687,United States,,1924-05-03,1924,1920,,,,,,,,,,,,False,6.25988860108634,95,7931,2.78290413829215,52.9034179269359,367,367,139,139,2606,2606,30,30,,,,,,,324564
q29193,240002,Peter_Gustav_Lejeune_Dirichlet,Peter Gustav Lejeune Dirichlet,MATHEMATICIAN,0,M,,False,55,27.5092696775919,Düren,50.8,6.48333333,1297022,Germany,,1805-02-13,1805,1800,Göttingen,51.53388889,9.93555556,23307013,Germany,,1859-05-05,1859,France,,,False,17.3826719248031,214,37937,1.87903818361556,72.9004655422053,34,34,3,3,125,125,1,1,4,4,98,98,4,4,240002
q153224,91161,Andrey_Kolmogorov,Andrey Kolmogorov,MATHEMATICIAN,0,M,,False,62,25.9007226858413,Tambov,52.71666667,41.43333333,528951,Russia,,1903-04-25,1903,1900,Moscow,55.75,37.61666667,19004,Russia,,1987-10-20,1987,,Soviet Union,,False,7.96519479419952,116,82213,3.48953364032778,67.5477340368081,68,68,15,15,125,125,1,1,10,10,126,126,59,59,91161
q77520,76073,Thomas_Fincke,Thomas Fincke,MATHEMATICIAN,1.15706211813671,M,,False,20,21.0080020253787,Flensburg,54.78194444,9.43666667,88374,Germany,,,1561,1560,Copenhagen,55.67611111,12.56833333,13014,Denmark,,1656-04-24,1656,,Denmark,,False,6.09355724315767,458,2189,2.03140680422756,51.266319716507,428,428,8,8,2193,2193,4,4,10,10,197,197,98,98,76073
q462089,427776,Whitfield_Diffie,Whitfield Diffie,MATHEMATICIAN,1.17171181223369,M,,True,30,20.3916251738148,"Washington, D.C.",38.90472222,-77.01638889,108956,United States,,1944-06-05,1944,1940,,,,,,,,,United States,,,False,4.37596598346488,75,11835,3.42550888425518,49.2152140854722,507,507,253,253,3799,3799,43,43,,,,,,,427776
q293608,5624984,Ibn_al-Banna'_al-Marrakushi,Ibn al-Banna' al-Marrakushi,MATHEMATICIAN,4.20787188509612,M,,False,15,21.2909678735596,Marrakesh,31.63,-8.00888889,20513,Morocco,,1256-12-29,1256,1250,Marrakesh,31.63,-8.00888889,20513,Morocco,,1321-07-31,1321,,,,False,4.56410545715669,763,8114,1.90754293188582,52.2079398359543,388,388,4,4,39,39,6,6,7,7,31,31,9,9,5624984
q84552,1075212,Hans_Hahn_(mathematician),Hans Hahn,MATHEMATICIAN,33.0303749174702,M,,False,24,22.1643987279399,Vienna,48.2,16.36666667,55866,Austria,,,1879,1870,Vienna,48.2,16.36666667,55866,Austria,,1934-07-24,1934,,Austria,,False,7.87548946435038,140,7200,2.15049364949221,55.1144392270224,283,283,61,61,377,377,172,172,50,50,355,355,197,197,1075212
q578918,869074,Alberto_Calderón,Alberto Calderón,MATHEMATICIAN,105.255885586395,M,,False,16,17.8409580482693,"Mendoza, Argentina",-32.88333333,-68.81666667,537250,Argentina,,1920-09-14,1920,1920,Chicago,41.88444444,-87.6325,6886,,,1998-04-16,1998,,United States,,False,2.96315653067693,99,2371,2.61816838498052,40.7274071686041,707,707,267,267,384,384,3,3,193,193,,,72,72,869074
q296259,12955,George_Pólya,George Pólya,MATHEMATICIAN,0,M,,False,37,23.6427126716036,Budapest,47.4925,19.05138889,36787,Hungary,,1887-12-13,1887,1880,"Palo Alto, California",37.42916667,-122.13805556,53445,United States,,1985-09-07,1985,Austria,,,False,6.91130939528357,132,26027,3.10970597009706,60.0337966730269,163,163,46,46,99,99,36,36,27,27,930,930,8,8,12955
q453449,871328,Liu_Xin_(scholar),Liu Xin,MATHEMATICIAN,5.88037511418785,M,,False,20,21.680213546218,Han dynasty,34.15583333,108.94638889,43460,China,,,-50,-50,Chang'an,34.26666667,108.9,186508,China,,0023-01-01,23,,,,False,4.27493739253556,2069,8961,2.22625135579699,53.5032253240772,342,342,9,9,482,482,50,50,5,5,306,306,28,28,871328
q434385,1430666,Johan_Jensen_(mathematician),Johan Jensen,MATHEMATICIAN,6.83503453152252,M,,False,21,20.7084415468081,Denmark,56,10,,Denmark,,1859-05-08,1859,1850,Copenhagen,55.67611111,12.56833333,13014,Denmark,,1925-03-05,1925,,Denmark,,False,6.51663100275916,160,3037,2.24545436659168,50.2694779582988,466,466,68,68,266,266,29,29,75,75,212,212,104,104,1430666
q323232,2019,André_Weil,André Weil,MATHEMATICIAN,26.7177982216972,M,,False,28,23.3081217115941,Paris,48.8567,2.3508,22989,France,,,1906,1900,"Princeton, New Jersey",40.357115,-74.670165,84658,United States,,1998-08-06,1998,,,,False,6.66924183963726,113,31579,2.51340091978998,58.9203846420145,186,186,62,62,1273,1273,290,290,36,36,1067,1067,14,14,2019
q3061381,5827598,Evelyn_Boyd_Granville,Evelyn Boyd Granville,MATHEMATICIAN,3.25653402596715,F,,True,15,17.2838238056561,"Washington, D.C.",38.90472222,-77.01638889,108956,United States,,1924-05-01,1924,1920,,,,,,,,,United States,,,False,2.69960558665378,95,1926,2.62903368814123,38.8734420507271,722,722,294,294,7959,7959,99,99,,,,,,,5827598
q117346,225266,Grigori_Perelman,Grigori Perelman,MATHEMATICIAN,0,M,,True,60,23.1709110364287,Saint Petersburg,59.9375,30.30861111,24320051,Russia,,,1966,1960,,,,,,,,,,,,False,7.13678879265079,53,398000,3.78661110701862,58.4637912645122,196,196,17,17,393,393,54,54,,,,,,,225266
q93826,1724365,Friedrich_Waismann,Friedrich Waismann,MATHEMATICIAN,5.38612639422396,M,,False,15,19.4083104322409,,,,,,,,,,Oxford,51.75194444,-1.25777778,22308,,,1959-11-04,1959,,United Kingdom,,False,4.65857695403634,123,3384,1.980364655158,45.9430561541605,610,610,,,,,,,120,120,,,54,54,1724365
q471777,223129,Harald_Cramér,Harald Cramér,MATHEMATICIAN,82.4084934542388,M,,False,18,19.1541950521205,Stockholm,59.32944444,18.06861111,26741,Sweden,,1893-09-25,1893,1890,Stockholm,59.32944444,18.06861111,26741,Sweden,,1985-10-05,1985,Sweden,Sweden,,False,4.13753804680956,126,3114,2.71571060021973,45.0974411934835,627,627,161,161,529,529,123,123,147,147,360,360,172,172,223129
q19059,1327120,Dénes_Kőnig,Dénes Kőnig,MATHEMATICIAN,102.977202714238,M,,False,20,19.7890015568926,Budapest,47.4925,19.05138889,36787,Hungary,,1884-09-21,1884,1880,Budapest,47.4983333333,19.0408333333,36787,Hungary,,1944-10-19,1944,Austria,,,False,5.16080174991748,135,2610,2.4355197408357,47.2098748341239,578,578,111,111,327,327,146,146,173,173,192,192,134,134,1327120
q128736,102567,John_Forbes_Nash_Jr.,John Forbes Nash Jr.,MATHEMATICIAN,0,M,,False,83,28.8353666848884,"Bluefield, West Virginia",37.26222222,-81.21861111,138510,United States,,,1928,1920,"Monroe Township, Middlesex County, New Jersey",40.319474,-74.428802,125432,United States,,2015-05-23,2015,,,,False,9.45196259183669,91,872647,4.17011266855591,77.3132935581551,16,16,7,7,56,56,1,1,1,1,52,52,1,1,102567
q948226,4118623,Ignazio_Danti,Ignazio Danti,MATHEMATICIAN,16.6182475425638,M,,False,15,21.1713957515209,,,,,,,,,,,,,,,,1586-10-19,1586,,,,False,5.79768109958849,483,3916,1.63294706576784,51.8100419392277,409,409,,,,,,,12,12,,,,,4118623
q325696,576245,Pavel_Alexandrov,Pavel Alexandrov,MATHEMATICIAN,69.9884022896891,M,,False,31,22.0956924764475,Noginsk,55.85,38.43333333,1881080,Russia,,1896-05-07,1896,1890,Moscow,55.75,37.61666667,19004,Russia,,1982-11-16,1982,,Soviet Union,,False,5.60937119629483,123,11495,2.8351189003265,54.8858067289562,291,291,79,79,593,593,1,1,81,81,539,539,258,258,576245
q174808,1706783,Edward_Norton_Lorenz,Edward Norton Lorenz,MATHEMATICIAN,0,M,,False,32,24.2637247976437,"West Hartford, Connecticut",41.76777778,-72.75388889,53678,United States,,1917-05-23,1917,1910,"Cambridge, Massachusetts",42.37361111,-71.11055556,5685,United States,,2008-04-16,2008,,,,False,9.17322072470317,102,34313,2.41045649452159,62.1003270195672,123,123,34,34,809,809,1,1,27,27,711,711,14,14,1706783
q98034,39409306,Peter_Scholze,Peter Scholze,MATHEMATICIAN,136.284631370115,M,,True,21,16.1672152465305,,,,,,,1987-12-11,1987,1980,,,,,,,,,,,,False,5.47032976991962,32,54312,2.06062206010467,35.1577247951668,734,734,236,236,,,,,,,,,,,39409306
q536528,610182,Richard_Montague,Richard Montague,MATHEMATICIAN,1.8238865177966,M,,False,18,20.7323573053886,"Stockton, California",37.97555556,-121.30083333,99302,United States,,1930-09-20,1930,1930,Los Angeles,34.05,-118.25,18110,United States,,1971-03-07,1971,,United States,,False,6.17581321642168,89,6325,1.97348176688226,50.349061977346,463,463,218,218,3395,3395,4,4,89,89,2533,2533,246,246,610182
q84292,821517,Richard_von_Mises,Richard von Mises,MATHEMATICIAN,2.49127116744219,M,,False,29,23.2660924399187,Lviv,49.83,24.01416667,49968,Ukraine,,1883-04-19,1883,1880,Boston,42.35805556,-71.06361111,24437894,United States,,1953-07-14,1953,Austria,United States,,False,7.99327866028333,136,16054,2.34701897476327,58.7805246268584,192,192,52,52,150,150,7,7,29,29,1091,1091,13,13,821517
q335103,2479369,Abū_Kāmil_Shujāʿ_ibn_Aslam,Abū Kāmil Shujāʿ ibn Aslam,MATHEMATICIAN,19.9098573360181,M,,False,19,22.0277035514004,Egypt,26,30,,Egypt,,,850,850,,,,,,,,930,,,,False,6.70597220804639,1169,4565,1.77933081978907,54.659561264581,297,297,14,14,271,271,58,58,4,4,,,,,2479369
q471472,26464673,Sal_Khan,Sal Khan,MATHEMATICIAN,2.8079474547201,M,,True,34,15.805503561377,"Metairie, Louisiana",29.99777778,-90.1775,115623,United States,,1976-10-11,1976,1970,,,,,,,,,United States,,,False,2.25150615060801,43,40231,4.76330508073272,33.9540636382837,737,737,383,383,9456,9456,4,4,,,,,,,26464673
q372026,616048,Andrey_Nikolayevich_Tikhonov,Andrey Nikolayevich Tikhonov,MATHEMATICIAN,27.698060644091,M,,False,22,20.5472664226188,"Gagarin, Smolensk Oblast",55.55,35.01666667,,Russia,,1906-10-17,1906,1900,Moscow,55.7558333333,37.6177777778,19004,Russia,,1993-10-07,1993,,,,False,4.55074413425813,113,6724,2.43252056910959,49.7331385354789,484,484,151,151,968,968,1,1,108,108,892,892,460,460,616048
q334045,394544,Pierre_Deligne,Pierre Deligne,MATHEMATICIAN,56.7969496084165,M,,True,31,21.5455834587991,Etterbeek,50.83333333,4.38333333,152339,Belgium,,1944-10-03,1944,1940,,,,,,,,,Belgium,,,False,6.50225198444962,75,13239,2.84914726841714,53.0552193197782,359,359,166,166,256,256,7,7,,,,,,,394544
q7103,27791,Sophie_Germain,Sophie Germain,MATHEMATICIAN,0,F,,False,48,26.0492394324303,Paris,48.8567,2.3508,22989,France,,,1776,1770,Paris,48.8567,2.3508,22989,France,,1831-06-27,1831,,France,,False,7.67528015313998,243,86732,3.01065184273131,68.0419504150817,61,61,5,5,397,397,98,98,4,4,435,435,195,195,27791
q691340,1485520,Arnaud_Denjoy,Arnaud Denjoy,MATHEMATICIAN,46.9380449407493,M,,False,15,19.1112430526344,,,,,,,1884-01-05,1884,1880,,,,,,,1974-01-21,1974,,,,False,5.62636231374282,135,1440,1.76931020585289,44.9545106343838,631,631,123,123,,,,,140,140,,,,,1485520
q81082,48740,Henri_Poincaré,Henri Poincaré,MATHEMATICIAN,0,M,,False,84,28.4127833088776,"Nancy, France",48.6936,6.1846,141920,France,,1854-04-29,1854,1850,Paris,48.8567,2.3508,22989,France,,1912-07-17,1912,France,France,,False,11.7556518466986,165,193641,3.43645655934042,75.9070708229592,18,18,4,4,118,118,1,1,1,1,134,134,51,51,48740
q38636,4384796,Karen_Uhlenbeck,Karen Uhlenbeck,MATHEMATICIAN,142.913549971835,F,,True,39,22.2232845493869,,,,,,,,,,,,,,,,,,,,,False,2.51425393456106,77,64121,2.16996587597395,55.3103924651292,276,276,,,,,,,,,,,,,4384796
q216812,484093,Vito_Volterra,Vito Volterra,MATHEMATICIAN,0,M,,False,37,23.8559711699634,Ancona,43.61694444,13.51666667,52612,Italy,,,1860,1860,Rome,41.8930555556,12.4827777778,25458,Italy,,1940-10-11,1940,,,,False,8.41043380915914,159,15067,2.46333086474212,60.7434529583692,144,144,29,29,990,990,3,3,29,29,1012,1012,416,416,484093
q61768,727118,Helmut_Hasse,Helmut Hasse,MATHEMATICIAN,78.591424763141,M,,False,23,20.8689584155542,Kassel,51.3158,9.4979,42108,Germany,,1898-08-25,1898,1890,Ahrensburg,53,40,372052,Germany,,1979-12-26,1979,Germany,,,False,5.86470875408003,121,4787,2.394145708891,50.8036269168877,446,446,110,110,2271,2271,20,20,91,91,1928,1928,1,1,727118
q951329,3868862,Victor_Puiseux,Victor Puiseux,MATHEMATICIAN,13.6350450086319,M,,False,15,19.9514115800525,Argenteuil,48.95,2.25,291724,France,,1820-04-16,1820,1820,Frontenay,46.7864,5.615,15673199,France,,1883-09-09,1883,,,,False,6.81496876197201,199,1382,1.42266389933077,47.750323606972,558,558,49,49,2943,2943,2,2,45,45,3005,3005,1,1,3868862
q715284,352985,Chen_Jingrun,Chen Jingrun,MATHEMATICIAN,66.8597265384301,M,,False,17,20.0166443173694,Fuzhou,26.0753,119.3082,241002,China,,1933-05-22,1933,1930,Beijing,39.91666667,116.38333333,18603746,China,,1996-03-19,1996,,,,False,3.02560949168662,86,19268,2.56854817781694,47.9673973573877,553,553,218,218,606,606,3,3,144,144,356,356,97,97,352985
q1290,4068,Blaise_Pascal,Blaise Pascal,MATHEMATICIAN,0,M,,False,126,31.6971241323036,Clermont-Ferrand,45.7831,3.0824,83240,France,,1623-06-19,1623,1620,Paris,48.8567,2.3508,22989,France,,1662-08-19,1662,France,France,,False,14.9613553975267,396,908045,4.13756871006854,86.8363098754545,2,2,1,1,7,7,1,1,1,1,11,11,4,4,4068
q115664,17297905,Nicolas_Fuss,Nicolas Fuss,MATHEMATICIAN,47.5383253258951,M,,False,15,20.0437692872692,Basel,47.55472222,7.59055556,4911,Switzerland,,1755-01-29,1755,1750,Saint Petersburg,59.9375,30.30861111,24320051,Russia,,1826-01-04,1826,Switzerland,Russia,,False,5.69991107490424,264,2000,1.61015714819266,48.0576606084525,549,549,33,33,297,297,28,28,36,36,997,997,184,184,17297905
q891058,1790247,Leonard_Eugene_Dickson,Leonard Eugene Dickson,MATHEMATICIAN,22.5883490896947,M,,False,17,19.2163948235903,"Independence, Iowa",42.47027778,-91.89388889,112791,United States,,1874-01-22,1874,1870,,,,,,,1954-01-17,1954,,,,False,5.10932586078214,145,1788,2.20554425327144,45.3044222006174,625,625,126,126,5412,5412,1,1,86,86,,,,,1790247
q61481097,509300,Pappus_of_Alexandria,Pappus of Alexandria,MATHEMATICIAN,0,M,,False,43,25.4438432121213,Alexandria,31.2,29.91666667,12984,Egypt,,0290-01-01,290,290,,,,,,,0350-01-01,350,Rome,,,False,10.3782087547903,1729,16554,2.59931720423633,66.0273848237031,86,86,3,3,88,88,27,27,2,2,,,,,509300
q1329182,418073,Elias_M._Stein,Elias M. Stein,MATHEMATICIAN,118.712312203827,M,,False,16,19.1008928594174,,,,,,,1931-01-13,1931,1930,"Somerville, New Jersey",40.56975,-74.607682,125723,United States,,2018-12-23,2018,,,,False,3.53371542778336,88,6133,2.5096401920584,44.9200684915035,633,633,282,282,,,,,281,281,3835,3835,1,1,418073
q1356359,384430,W._V._D._Hodge,W. V. D. Hodge,MATHEMATICIAN,5.55037625230296,,,False,16,19.2506539325848,Edinburgh,55.953,-3.189,9602,United Kingdom,,1903-06-17,1903,1900,,,,,,,1975-07-07,1975,United Kingdom,,,False,4.59984297143407,116,3167,2.30734702044623,45.418425591878,623,623,187,187,2895,2895,44,44,140,140,,,,,384430
q487620,20250709,Anatoly_Karatsuba,Anatoly Karatsuba,MATHEMATICIAN,150.900562167457,M,,False,16,19.016743491454,Grozny,43.31666667,45.71666667,140790,Russia,,,,,Moscow,55.75,37.61666667,19004,Russia,,2008-09-28,2008,,Russia,,False,3.27474281498228,82,6218,2.25893218792022,44.6400462258395,642,642,,,1305,1305,3,3,196,196,1151,1151,622,622,20250709
q450269,1914268,Olga_Ladyzhenskaya,Olga Ladyzhenskaya,MATHEMATICIAN,46.2965973393501,F,,False,32,24.4475123770134,Kologriv,58.8,44.33333333,6973239,Russia,,1922-03-07,1922,1920,Saint Petersburg,59.9375,30.30861111,24320051,Russia,,2004-01-12,2004,,,,False,2.6780445655101,97,600136,2.88348952636404,62.7119134832751,114,114,40,40,233,233,1,1,24,24,236,236,33,33,1914268
q5653809,29347232,Harald_Helfgott,Harald Helfgott,MATHEMATICIAN,67.7348309296442,M,,True,15,15.8378558743145,Lima,-12.05,-77.03333333,85423,Peru,,1977-11-25,1977,1970,,,,,,,,,Peru,,,False,5.72862649184696,42,12325,1.54456116236378,34.0617218202459,736,736,331,331,102,102,46,46,,,,,,,29347232
q77502,2186050,Karl_Georg_Christian_von_Staudt,Karl Georg Christian von Staudt,MATHEMATICIAN,54.4583923195301,M,,False,17,19.9252937160848,Rothenburg ob der Tauber,49.38333333,10.18333333,1492734,Germany,,1798-01-24,1798,1790,Erlangen,49.58333333,11.01666667,204154,Germany,,1867-06-01,1867,,,,False,6.79008814804626,221,1198,1.74093247952108,47.6634116833348,563,563,34,34,2631,2631,1,1,38,38,2193,2193,5,5,2186050
q548301,3615216,Albert_Girard,Albert Girard,MATHEMATICIAN,22.5441037979871,M,,False,19,21.9854760092465,Saint-Mihiel,48.8892,5.5436,1284248,France,,1595-01-01,1595,1590,Leiden,52.16666667,4.48333333,46599,Netherlands,,1632-12-08,1632,,Netherlands,,False,7.39898894314531,424,3524,1.54867679635125,54.5190414684905,301,301,10,10,1956,1956,1,1,13,13,212,212,22,22,3615216
q201426,206644,William_Feller,William Feller,MATHEMATICIAN,57.0183836386519,M,,False,17,19.1536862688354,Zagreb,45.81666667,15.98333333,55906,Croatia,,1906-07-07,1906,1900,New York City,40.661,-73.944,645042,United States,,1970-01-14,1970,Austria,United States,,False,3.93234157925856,113,3873,2.51704279977068,45.0957481249355,628,628,213,213,179,179,17,17,154,154,3796,3796,480,480,206644
q323245,1079244,Antoine_Augustin_Cournot,Antoine Augustin Cournot,MATHEMATICIAN,4.1219062518774,M,,False,25,23.3719050517059,"Gray, Haute-Saône",47.445,5.5922,,France,,1801-08-28,1801,1800,Paris,48.8567,2.3508,22989,France,,1877-03-31,1877,,France,,False,7.79686044189681,218,15013,1.96217356840466,59.1326352606702,180,180,13,13,1241,1241,1,1,15,15,1281,1281,555,555,1079244
q451319,582075,Lev_Pontryagin,Lev Pontryagin,MATHEMATICIAN,64.330325636428,M,,False,25,21.934889623365,Moscow,55.75,37.61666667,19004,Russia,,1908-09-03,1908,1900,Moscow,55.7558333333,37.6177777778,19004,Russia,,1988-05-03,1988,Russia,,,False,4.6533756221433,111,22291,2.68369356356516,54.3507061056812,306,306,91,91,627,627,113,113,56,56,580,580,280,280,582075
q536457,3935943,Marcus_du_Sautoy,Marcus du Sautoy,MATHEMATICIAN,24.9342060386793,M,MarcusduSautoy,True,18,15.7321376830542,London,51.50722222,-0.1275,17867,United Kingdom,,,1965,1960,,,,,,,,,,,,False,3.19467896363461,54,8981,3.00984716378867,33.7099253878416,738,738,460,460,4275,4275,456,456,,,,,,,3935943
q372017,21418268,Caspar_Wessel,Caspar Wessel,MATHEMATICIAN,2.14021849479324,M,,False,26,22.1068603444518,Vestby,59.575,10.73194444,22309,Norway,,1745-06-08,1745,1740,Copenhagen,55.67611111,12.56833333,13014,Denmark,,1818-03-25,1818,,Denmark,,False,8.04002874137476,274,3604,2.26372957551833,54.922969832814,287,287,17,17,104,104,1,1,18,18,145,145,61,61,21418268
q76410,318450,Leopold_Kronecker,Leopold Kronecker,MATHEMATICIAN,0,M,,False,46,25.0214412485654,Legnica,51.20833333,16.16027778,18115,Poland,,1823-12-07,1823,1820,Berlin,52.51666667,13.38888889,3354,Germany,,1891-12-29,1891,Prussia,Germany,,False,9.87472632492051,196,23289,2.94141301867174,64.6217657713142,99,99,11,11,108,108,1,1,15,15,418,418,59,59,318450
q455406,1127316,Gemma_Frisius,Gemma Frisius,MATHEMATICIAN,6.50785199379703,M,,False,20,21.5152810091292,Dokkum,53.32694444,5.99805556,557573,Netherlands,,1508-12-08,1508,1500,Leuven,50.88333333,4.7,76931,Belgium,,1555-05-25,1555,,,,False,5.46715393116789,511,4914,2.35475240314205,52.9543824291741,365,365,10,10,315,315,1,1,12,12,200,200,11,11,1127316
q634850,366040,Claude_Chevalley,Claude Chevalley,MATHEMATICIAN,107.968297651629,M,,False,18,20.3799357301179,Johannesburg,-26.20444444,28.04555556,58893,South Africa,,1909-02-11,1909,1900,Paris,48.8567,2.3508,22989,France,,1984-06-28,1984,,France,,True,5.88326766795239,110,4169,1.95647383088776,49.1763153440132,508,508,144,144,62,62,7,7,106,106,2870,2870,1315,1315,366040
q699541,610133,G._I._Taylor,G. I. Taylor,MATHEMATICIAN,1.18220737262025,M,,False,23,19.4051670994224,St John's Wood,51.5361,-0.1751,94270,United Kingdom,,1886-03-07,1886,1880,Cambridge,52.20527778,0.11916667,36995,United Kingdom,,1975-06-27,1975,United Kingdom,United Kingdom,,False,3.47002971566797,133,4162,3.37211408353768,45.9325961447883,611,611,159,159,2804,2804,4,4,138,138,1958,1958,77,77,610133
q164401,443879,Simon_Newcomb,Simon Newcomb,MATHEMATICIAN,5.08394927774042,M,,False,35,22.2935273404633,"Wallace, Nova Scotia",45.81276667,-63.47007778,2878278,Canada,,1835-03-12,1835,1830,"Washington, D.C.",38.90472222,-77.01638889,108956,United States,,1909-07-11,1909,,United States,,False,5.95895160206744,184,9012,3.50801791683147,55.5441380770075,269,269,31,31,82,82,1,1,26,26,1536,1536,40,40,443879
q560815,1011080,Edmond_Laguerre,Edmond Laguerre,MATHEMATICIAN,77.0545688642037,M,,False,15,19.3788893558899,Bar-le-Duc,48.7719,5.1603,638328,France,,,1834,1830,Bar-le-Duc,48.7719,5.1603,638328,France,,1886-08-14,1886,,,,False,5.45387847640722,185,1696,1.88058631550089,45.8451521929371,614,614,59,59,3102,3102,6,6,34,34,3120,3120,4,4,1011080
